subject,subject_type,relation,object,object_type,confidence,frequency,weight,source_id,source_text
Phòng Cảnh sát kinh tế,ORGANIZATION,HỢP_TÁC,Chi cục Quản lý thị trường tỉnh Vĩnh Phúc,ORGANIZATION,0.7856000065803528,1,0.7856000065803528,9883,"Cách đây một tuần, Chi cục Quản lý thị trường tỉnh Vĩnh Phúc phối hợp cùng Phòng Cảnh sát kinh tế, Công an tỉnh Vĩnh Phú"
Emmanuel Pillai,PERSON,LÃNH_ĐẠO,AWS,ORGANIZATION,0.8492000102996826,1,0.8492000102996826,9893,"Giải cơn khát nguồn nhân lực AI và điện toán đám mây Tại buổi tọa đàm bên lề sự kiện AWS Cloud Day Vietnam, ông Emmanuel"
RAM,UNKNOWN,TĂNG_TRƯỞNG,33%,UNKNOWN,0.7,1,0.7,9894,"kích hoạt các tính năng trong Control Center. Tất nhiên, bạn cũng có thể cài đặt nó để chuyển đổi giữa chế độ chuông và "
Ngân hàng UBS dự báo giá vàng sẽ,UNKNOWN,CÓ_GIÁ_TRỊ,3.200 USD,UNKNOWN,0.75,1,0.75,9898,trước đó là tuyên bố áp thuế nhập khẩu đối ứng lên tất cả các nước. Các kế hoạch áp thuế cao của Mỹ được dự báo sẽ đẩy l
Bộ Ngoại giao Mỹ,ORGANIZATION,CÓ_GIÁ_TRỊ,10 triệu USD,MONEY,0.75,2,1.5,9904,"Liên minh thực thi pháp luật đã công bố danh tính của LockBitSupp trong các thông cáo báo chí, cũng như trên trang web đ"
Các nhà kinh tế dự đoán mức,UNKNOWN,TĂNG_TRƯỞNG,"2,7%",UNKNOWN,0.7,1,0.7,9911,"Trong khi đó, lạm phát hàng năm tăng cao hơn dự kiến, đạt 2,8% trong 12 tháng qua. Các nhà kinh tế dự đoán mức tăng 2,7%"
Lạm phát toàn phần đã,UNKNOWN,TĂNG_TRƯỞNG,"0,3%",UNKNOWN,0.7,1,0.7,9911,"Trong khi đó, lạm phát hàng năm tăng cao hơn dự kiến, đạt 2,8% trong 12 tháng qua. Các nhà kinh tế dự đoán mức tăng 2,7%"
Thu nhập cá nhân,UNKNOWN,TĂNG_TRƯỞNG,"0,3%",UNKNOWN,0.7,1,0.7,9911,"Trong khi đó, lạm phát hàng năm tăng cao hơn dự kiến, đạt 2,8% trong 12 tháng qua. Các nhà kinh tế dự đoán mức tăng 2,7%"
SH 150i cho tới sổ tiết kiệm,UNKNOWN,CÓ_GIÁ_TRỊ,3 tỷ đồng,UNKNOWN,0.75,1,0.75,9916,"Ra mắt từ cuối năm 2025, ""Tiết kiệm Tỷ phú"" nhanh chóng tạo sức hút. Chỉ cần gửi tiết kiệm tại quầy hoặc online từ 50 tr"
Fong Chan,PERSON,LÃNH_ĐẠO,Enterprise,ORGANIZATION,0.8418999910354614,1,0.8418999910354614,9917,"Fong Chan Onn, Chủ tịch Enterprise Asia, nhấn mạnh trong bài phát biểu mở đầu: ""Những doanh nghiệp thành công trong thời"
Phạm Đình Đoàn,PERSON,LÃNH_ĐẠO,Tập đoàn Phú,ORGANIZATION,0.8493000268936157,1,0.8493000268936157,9917,"Ở Việt Nam, một số doanh nghiệp và doanh nhân đã xuất sắc nhận được giải thưởng APEA 2025 như: Ngân hàng TMCP Quân Đội ("
Bolat Duisenov,PERSON,LÃNH_ĐẠO,Công ty Cổ phần Xây dựng Coteccons,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,9917,ông Bolat Duisenov - Chủ tịch HĐQT Công ty Cổ phần Xây dựng Coteccons.
Hwang Jun Hwan,PERSON,LÃNH_ĐẠO,Công ty Bảo hiểm Hanwha Life Việt,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,9922,"Lễ khai trương Công ty TNHH Phan Oanh Insurance diễn ra với sự tham dự và chúc mừng của nhiều nghệ sĩ, hoa hậu, nhiều đố"
Nguyễn Văn,PERSON,LÃNH_ĐẠO,FPT,ORGANIZATION,0.8499000072479248,2,1.6998000144958496,9925,"Phát biểu khai mạc diễn đàn, ông Nguyễn Văn Khoa, Chủ tịch VINASA, Tổng giám đốc FPT thông tin: Chiến lược phát triển củ"
Stan,PERSON,LÃNH_ĐẠO,Tổ chức Công nghiệp Điện toán châu Á -,ORGANIZATION,0.84579998254776,1,0.84579998254776,9925,"ưu tiên đầu tư vào hạ tầng chiến lược như AI, bán dẫn; đồng thời thúc đẩy mạnh mẽ; đồng thời mong muốn các doanh nghiệp "
Nguyễn Anh,PERSON,LÃNH_ĐẠO,Tập đoàn G6,ORGANIZATION,0.8497999906539917,2,1.6995999813079834,9928,"Với số tiền hơn 3 tỷ đồng, có lúc anh lại nghĩ hay mua một căn hộ chung cư ở Hà Nội rồi cho thuê. ""Vì chưa có kinh nghiệ"
Lê Đình,PERSON,LÃNH_ĐẠO,Công ty CP Đầu tư và Phát triển Bất động sản SGO Ho@@,ORGANIZATION,0.8457000255584717,1,0.8457000255584717,9928,"Trong khi đó, ông Lê Đình Chung, Tổng giám đốc Công ty CP Đầu tư và Phát triển Bất động sản SGO Homes, phân tích, với tố"
AI trên nền tảng đang,UNKNOWN,TĂNG_TRƯỞNG,50%,UNKNOWN,0.7,1,0.7,9930,Các công ty mạng xã hội đang chạy đua để phát hành công nghệ AI tạo sinh mới nhất vào các sản phẩm như một cách để thu h
PJICO,ORGANIZATION,CÓ_GIÁ_TRỊ,90 tỷ,MONEY,0.7361999750137329,1,0.7361999750137329,9931,"Trong đó, doanh thu bảo hiểm gốc đạt 4.396 tỷ đồng, hoàn thành 109% kế hoạch. Lợi nhuận trước thuế đạt 291 tỷ đồng, hoàn"
PJICO,ORGANIZATION,CÓ_GIÁ_TRỊ,175 tỷ,MONEY,0.7491000294685364,2,1.4982000589370728,12527,"Báo cáo tại Đại hội, ông Phạm Thanh Hải - Chủ tịch Hội đồng Quản trị PJICO phát biểu: Năm 2024 là phép thử cho khả năng "
Lợi nhuận trước thuế dự kiến,UNKNOWN,CÓ_GIÁ_TRỊ,306 tỷ đồng,UNKNOWN,0.75,2,1.5,9931,"Năm 2025, PJICO đặt mục tiêu tổng doanh thu đạt 5.175 tỷ đồng; doanh thu bảo hiểm gốc đạt 4.400 tỷ đồng. Lợi nhuận trước"
Narayana Murthy,PERSON,LÃNH_ĐẠO,Infosys,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,9946,Infosys phát triển mạnh mẽ trong ngành CNTT nhờ định hướng phù hợp và nỗ lực làm việc của các chuyên gia. Từ năm 1981 đế
Nguyễn Quốc,PERSON,LÃNH_ĐẠO,Hiệp hội Nhà thầu xây dựng Việt,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,9950,"nhưng chưa quyết định giá đất thì phải nộp bổ sung đối với thời gian chưa tính tiền sử dụng đất, tiền thuê đất với mức t"
Phạm Đức,PERSON,LÃNH_ĐẠO,Công ty CP Đầu tư và phát triển Bất động sản EZ,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,9950,"Tại các địa phương chúng tôi làm dự án, họ cũng công nhận khoản thu này là bất hợp lý nhưng không kiến nghị được vì là c"
Samsung,ORGANIZATION,HỢP_TÁC,Nexon,ORGANIZATION,0.7997999787330627,1,0.7997999787330627,9952,"Thông qua quan hệ hợp tác, các nhà phát triển game có thể kiểm soát hiệu ứng 3D ở mức độ tinh vi chưa từng có, giúp hiện"
Nexon,ORGANIZATION,HỢP_TÁC,Samsung,ORGANIZATION,0.7997999787330627,1,0.7997999787330627,9952,"Thông qua quan hệ hợp tác, các nhà phát triển game có thể kiểm soát hiệu ứng 3D ở mức độ tinh vi chưa từng có, giúp hiện"
SSD 9100 PRO 1TB,UNKNOWN,CÓ_GIÁ_TRỊ,5.364.000 đồng,UNKNOWN,0.75,1,0.75,9952,"Từ nay đến hết 21/4/2025, người dùng có thể săn e-voucher với giá chỉ từ 100.000 đồng để đặt mua màn hình gaming Odyssey"
Mobile World Congress,EVENT,XẢY_RA_TẠI,Tây Ban,LOCATION,0.7598999738693237,1,0.7598999738693237,9953,"Đề cử GLOMO Awards không chỉ là dấu mốc quan trọng trên hành trình hội nhập quốc tế của Viettel, mà còn là minh chứng ch"
Rapidus,ORGANIZATION,THUỘC_NGÀNH,trí tuệ nhân,INDUSTRY,0.7179999947547913,1,0.7179999947547913,9954,"Trợ cấp 65 tỷ USD Một quốc gia Đông Á khác là Nhật Bản, đang chuẩn bị đề xuất kế hoạch trị giá 65 tỷ USD nhằm hỗ trợ tài"
IBM,ORGANIZATION,ĐẶT_TẠI,Nhật Bản,LOCATION,0.75,1,0.75,9954,Rapidus đang hướng đến mục tiêu sản xuất chip tiên tiến hàng loạt trên đảo Hokkaido ở phía bắc Nhật Bản từ năm 2027 thôn
Joe,PERSON,LÃNH_ĐẠO,Pocketalk,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,9970,"Apple mới hỗ trợ 5 ngôn ngữ, trong khi Pocketalk của Nhật Bản cho biết thiết bị của họ có thể dịch tới 95 ngôn ngữ. Joe "
Tim,PERSON,LÃNH_ĐẠO,TikTok,ORGANIZATION,0.8471999764442444,1,0.8471999764442444,9972,"Đó là dàn tỷ phú được ông Trump chọn vào nội các như: Robert F. Kennedy Jr. (bộ trưởng y tế), ông Marco Rubio (ngoại trư"
Huyện đoàn Đông Hải,ORGANIZATION,HỢP_TÁC,Ban quản lý Chương trình Hỗ trợ phát triển huyện Đông Hải,ORGANIZATION,0.7996000051498413,1,0.7996000051498413,9974,Ảnh: H.L Huyện đoàn Đông Hải vừa phối hợp với Ban quản lý Chương trình Hỗ trợ phát triển huyện Đông Hải tổ chức tập huấn
Ban quản lý Chương trình Hỗ trợ phát triển huyện Đông Hải,ORGANIZATION,HỢP_TÁC,Huyện đoàn Đông Hải,ORGANIZATION,0.7996000051498413,1,0.7996000051498413,9974,Ảnh: H.L Huyện đoàn Đông Hải vừa phối hợp với Ban quản lý Chương trình Hỗ trợ phát triển huyện Đông Hải tổ chức tập huấn
Lê Xuân,PERSON,LÃNH_ĐẠO,Trung tâm An ninh mạng Quốc,ORGANIZATION,0.8496000170707703,1,0.8496000170707703,9976,"Trung tâm An ninh mạng Quốc gia, thuộc Cục An ninh mạng và Phòng chống tội phạm sử dụng công nghệ cao (A05) - Bộ Công an"
G giá rẻ,UNKNOWN,TĂNG_TRƯỞNG,40%,UNKNOWN,0.7,1,0.7,9981,"Tắt sóng 2G, smartphone 4G giá rẻ tăng trưởng 40%"
Doanh số smartphone giá rẻ,UNKNOWN,TĂNG_TRƯỞNG,40%,UNKNOWN,0.7,1,0.7,9981,"Doanh số smartphone giá rẻ tăng 40%, điện thoại phím bấm tăng 10-15 lần Ngày 16/9 tới, các nhà mạng viễn thông sẽ không "
tháng 8,DATE,TĂNG_TRƯỞNG,tăng 30%,PERCENT,0.699999988079071,1,0.699999988079071,9981,"Nhu cầu đổi máy 2G lên 4G từ đầu tháng 8 tới nay tăng 30% so với trước khi có thông tin sẽ tắt sóng 2G. Trong khi đó, ôn"
ROE trung bình 3 năm gần nhất của ALPHA30,UNKNOWN,TĂNG_TRƯỞNG,"9,5%",UNKNOWN,0.7,1,0.7,9987,Nhiều tập đoàn đã chủ động thoái vốn khỏi các mảng kinh doanh có quy mô lớn nhưng biên lợi nhuận thấp để tập trung vào c
EVNGENCO1,ORGANIZATION,CÓ_GIÁ_TRỊ,đạt 105%,PERCENT,0.7498000264167786,1,0.7498000264167786,9989,Công tác cung ứng than cho các nhà máy nhiệt điện đáp ứng đủ nhu cầu cho vận hành và dự trữ theo quy định. Về đầu tư xây
EVNGENCO1,ORGANIZATION,TĂNG_TRƯỞNG,đạt 105%,PERCENT,0.6998000144958496,1,0.6998000144958496,9989,Công tác cung ứng than cho các nhà máy nhiệt điện đáp ứng đủ nhu cầu cho vận hành và dự trữ theo quy định. Về đầu tư xây
Nguyễn Tiến Khoa,PERSON,LÃNH_ĐẠO,Tổng công ty Phát điện 1,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,9989,"Ông Nguyễn Tiến Khoa - Chủ tịch HĐTV Tổng công ty Phát điện 1 cho biết, toàn thể CBCNV EVNGENCO1 sẽ đoàn kết, sáng tạo, "
Một điểm sáng khác là nguồn thu ngân sách Nhà nước,UNKNOWN,CÓ_GIÁ_TRỊ,652.509 tỷ đồng,UNKNOWN,0.75,1,0.75,9999,"Một điểm sáng khác là nguồn thu ngân sách Nhà nước đạt 652.509 tỷ đồng, bằng 93,6% dự toán năm, tăng 15,5% so cùng kỳ. Đ"
UBND,ORGANIZATION,CÓ_GIÁ_TRỊ,"đạt 69,5%",PERCENT,0.75,1,0.75,10000,"Báo cáo phát triển kinh tế - xã hội năm 2025 của TPHCM cho thấy tốc độ tăng trưởng GRDP của thành phố đạt 8,03% (nếu khô"
PHCM cho thấy tốc độ tăng trưởng GRDP của thành phố,UNKNOWN,TĂNG_TRƯỞNG,"8,03%",UNKNOWN,0.7,1,0.7,10000,"Báo cáo phát triển kinh tế - xã hội năm 2025 của TPHCM cho thấy tốc độ tăng trưởng GRDP của thành phố đạt 8,03% (nếu khô"
UBND,ORGANIZATION,TĂNG_TRƯỞNG,"đạt 69,5%",PERCENT,0.699999988079071,1,0.699999988079071,10000,"Báo cáo phát triển kinh tế - xã hội năm 2025 của TPHCM cho thấy tốc độ tăng trưởng GRDP của thành phố đạt 8,03% (nếu khô"
Seck Yee,PERSON,LÃNH_ĐẠO,Hiệp hội Doanh nghiệp Singapore,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,10000,hạ tầng được tài trợ bằng công cụ tài chính đô thị hiện đại và điều hành kinh tế dựa trên dữ liệu để giảm chi phí cho do
Nguyễn Thị,PERSON,LÃNH_ĐẠO,Công ty TNHH Hoàng Anh,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,10001,"""Trước đây, tôi chưa bao giờ nghĩ đến việc phải cân đối dòng tiền vào và ra để vừa trang trải các chi phí hàng tháng vừa"
USD đi kèm với khoản vay vốn,UNKNOWN,CÓ_GIÁ_TRỊ,170 triệu USD,UNKNOWN,0.75,1,0.75,10001,Cách tiếp cận này giúp giảm bớt một phần những rào cản mà DNNVV do phụ nữ làm chủ thường gặp phải khi tiếp cận nguồn tài
Nguyễn Huy Dũng,PERSON,LÃNH_ĐẠO,UBND tỉnh Thái,ORGANIZATION,0.8496999740600586,1,0.8496999740600586,10011,"Trong nhiệm kỳ ông Nguyễn Huy Dũng làm Chủ tịch UBND tỉnh Thái Nguyên, địa phương này trở thành nơi đầu tiên trong cả nư"
Nguyên nhân chính là mức,UNKNOWN,TĂNG_TRƯỞNG,"1,5%",UNKNOWN,0.7,1,0.7,10013,"Điều này đồng nghĩa với việc giá cả hàng hóa và dịch vụ có thể đi lên, đồng USD có thể mất giá. Đây cũng là tình trạng c"
Cục Tần số vô tuyến điện,ORGANIZATION,HỢP_TÁC,Cục Quản lý thị trường,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,10014,"Ngoài ra, micro không dây thuộc Danh mục sản phẩm, hàng hóa có khả năng gây mất an toàn quy định tại Thông tư 02/2024/TT"
Cục Quản lý thị trường,ORGANIZATION,HỢP_TÁC,Cục Tần số vô tuyến điện,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,10014,"Ngoài ra, micro không dây thuộc Danh mục sản phẩm, hàng hóa có khả năng gây mất an toàn quy định tại Thông tư 02/2024/TT"
Harmony OS,UNKNOWN,TĂNG_TRƯỞNG,"17,95%",UNKNOWN,0.7,1,0.7,10018,"Harmony OS đã trở thành hệ điều hành di động lớn thứ hai ở Trung Quốc, vượt qua iOS của Apple. Theo dữ liệu của hãng ngh"
Giới đầu tư chốt lời sau khi vàng,UNKNOWN,TĂNG_TRƯỞNG,67%,UNKNOWN,0.7,1,0.7,10022,Nhưng hoạt động chốt lời và làn sóng bán khống mới chính là yếu tố nhấn chìm mặt hàng này. Nó diễn ra khi giá vàng hình 
Giá bạc hợp đồng tương lai giao tháng 3 cũng,UNKNOWN,TĂNG_TRƯỞNG,"1,03%",UNKNOWN,0.7,1,0.7,10023,"Đến 8h16 ngày 13/2 (giờ Việt Nam), giá bạc giao ngay bật tăng 1,42 USD mỗi ounce so với chốt phiên hôm trước đó, lên mức"
LPBank,ORGANIZATION,CÓ_GIÁ_TRỊ,168 tỷ,MONEY,0.7497000098228455,1,0.7497000098228455,10025,"Kết quả này không chỉ là con số biết nói về sức khỏe tài chính của ngân hàng, mà còn cho thấy tầm nhìn đúng đắn, chiến l"
LPBank,ORGANIZATION,CÓ_GIÁ_TRỊ,"đạt 1,51%",PERCENT,0.75,1,0.75,10025,"Về chất lượng tài sản, tỷ lệ nợ xấu của LPBank tính đến cuối năm 2024 đạt 1,51% mặc dù tăng so với cuối năm 2023 là 1,34"
LPBank,ORGANIZATION,TĂNG_TRƯỞNG,"đạt 1,51%",PERCENT,0.699999988079071,1,0.699999988079071,10025,"Về chất lượng tài sản, tỷ lệ nợ xấu của LPBank tính đến cuối năm 2024 đạt 1,51% mặc dù tăng so với cuối năm 2023 là 1,34"
Nguyễn Đức,PERSON,LÃNH_ĐẠO,Bank,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,10025,"Ông Nguyễn Đức Thụy, Chủ tịch HĐQT LPBank, chia sẻ: ""LPBank luôn chủ động bám sát các chỉ đạo của Đảng, Chính phủ và Ngâ"
Agribank,ORGANIZATION,CÓ_GIÁ_TRỊ,đạt 8%,PERCENT,0.75,1,0.75,10036,"Trong khi đó, điều kiện lạm phát được kiểm soát phù hợp với mục tiêu Quốc hội, Chính phủ đề ra và thực hiện chỉ đạo của "
Agribank,ORGANIZATION,TĂNG_TRƯỞNG,đạt 8%,PERCENT,0.699999988079071,1,0.699999988079071,10036,"Trong khi đó, điều kiện lạm phát được kiểm soát phù hợp với mục tiêu Quốc hội, Chính phủ đề ra và thực hiện chỉ đạo của "
MBV đã,UNKNOWN,TĂNG_TRƯỞNG,1%/năm,UNKNOWN,0.7,1,0.7,10039,"Cụ thể, lãi suất tiết kiệm tại quầy và tiết kiệm trực tuyến lĩnh lãi cuối kỳ được MBV áp dụng chung như sau: Kỳ hạn 3-5 "
MBV,UNKNOWN,TĂNG_TRƯỞNG,"0,8%/năm",UNKNOWN,0.7,1,0.7,10039,"Trong khi đó, lãi suất tiền gửi trực tuyến kỳ hạn 6-11 tháng được MBV tăng 0,8%/năm, đồng thời tăng tới 1,2%/năm kỳ hạn "
Kim ngạch xuất khẩu cà phê có khả năng,UNKNOWN,CÓ_GIÁ_TRỊ,"7,5 tỷ USD",UNKNOWN,0.75,1,0.75,10043,"Dù giá giảm mạnh, nhưng kim ngạch xuất khẩu cà phê vẫn lập kỷ lục, theo Bộ Nông nghiệp và Môi trường. Chỉ trong 6 tháng "
Hà Linh,PERSON,CÓ_GIÁ_TRỊ,"1,5 triệu",MONEY,0.75,1,0.75,10045,Danh hiệu vua livestream thuộc về vợ chồng Quyền Leo Daily (vợ chồng Lã Quốc Quyền - SN 1995 và Nguyễn Lan Anh - SN 1992
Doanh số bán xe PHEV của BYD,UNKNOWN,TĂNG_TRƯỞNG,73%,UNKNOWN,0.7,1,0.7,10047,"Đặc biệt, xe hybrid cắm sạc (Plug-in Hybrid Electric Vehicle - PHEV) của BYD chiếm 58% tổng doanh số, tương đương 2,49 t"
Google,ORGANIZATION,HỢP_TÁC,Trung tâm đổi mới sáng tạo quốc,ORGANIZATION,0.7991999983787537,1,0.7991999983787537,10048,"Cấp hơn 60.000 học bổng, 11.000 khóa học từ năm 2022 Kiến tạo tương lai AI Việt Nam là sáng kiến của Google phối hợp cùn"
Trung tâm đổi mới sáng tạo quốc,ORGANIZATION,HỢP_TÁC,Google,ORGANIZATION,0.7991999983787537,1,0.7991999983787537,10048,"Cấp hơn 60.000 học bổng, 11.000 khóa học từ năm 2022 Kiến tạo tương lai AI Việt Nam là sáng kiến của Google phối hợp cùn"
Marc Woo,PERSON,LÃNH_ĐẠO,Google Việt,ORGANIZATION,0.8427000045776367,1,0.8427000045776367,10048,"Theo Thứ trưởng Bộ Tài chính Trần Quốc Phương, chương trình đã trở thành bệ phóng mạnh mẽ để thế hệ trẻ Việt Nam mở khóa"
Hải,LOCATION,CÓ_GIÁ_TRỊ,"24,86 tỷ",MONEY,0.7443000078201294,1,0.7443000078201294,10058,"Tính chung 7 tháng năm 2025, TPHCM, Bắc Ninh, Hải Phòng, Đồng Nai và Phú Thọ là 5 địa phương có kim ngạch xuất khẩu cao "
Đồng Nai,LOCATION,CÓ_GIÁ_TRỊ,"19,56 tỷ USD",MONEY,0.7476000189781189,1,0.7476000189781189,10058,"Tính chung 7 tháng năm 2025, TPHCM, Bắc Ninh, Hải Phòng, Đồng Nai và Phú Thọ là 5 địa phương có kim ngạch xuất khẩu cao "
Nguyễn Văn Nam,PERSON,LÃNH_ĐẠO,Hợp tác xã dâu tây Xuân,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,10059,"""Giá này giảm khoảng 50% so với thời điểm trước Tết, còn so với cùng kỳ năm trước giảm khoảng 20%"", chị Phương cho hay. "
Lạm phát lõi của Mỹ trong tháng 6 so với cùng kỳ,UNKNOWN,TĂNG_TRƯỞNG,"2,9%",UNKNOWN,0.7,1,0.7,10063,"Tính 12 tháng qua, lạm phát của Mỹ tăng 2,7%, so với mức tăng 2,4% trong tháng 5 và cao hơn so với mức dự báo của các nh"
Martin Guerrieria,PERSON,LÃNH_ĐẠO,Kantar BrandZ,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,10064,"Ba năm liên tiếp Apple giữ danh hiệu thương hiệu giá trị nhất trong bảng xếp hạng BrandZ của Kantar. Tuy nhiên, khác với"
AI Nvidia,UNKNOWN,TĂNG_TRƯỞNG,178%,UNKNOWN,0.7,1,0.7,10064,"Giữa cơn sốt trí tuệ nhân tạo, giá trị thương hiệu của nhà sản xuất chip AI Nvidia tăng 178%, ""leo"" 18 bậc lên hạng 6. N"
Unitree trên thị trường robot bốn chân toàn cầu,UNKNOWN,TĂNG_TRƯỞNG,"69,75%",UNKNOWN,0.7,1,0.7,10065,"Thay đổi 3: Unitree, ngôi sao 9x mới nổi Sinh năm 1990, Wang Xing Xing là nhà sáng lập, CEO kiêm Giám đốc công nghệ Unit"
Vinachem,ORGANIZATION,CÓ_GIÁ_TRỊ,7.909 tỷ đồng,MONEY,0.745199978351593,1,0.745199978351593,10067,"Năm 2024, doanh thu Vinachem ước đạt 57.909 tỷ đồng"
Vinachem,ORGANIZATION,CÓ_GIÁ_TRỊ,680 tỷ,MONEY,0.7383000254631042,1,0.7383000254631042,10067,"Kết quả sản xuất kinh doanh nổi bật năm 2024 Năm 2024, giá trị sản xuất công nghiệp của Vinachem theo giá thực tế đạt 54"
Doanh thu toàn tập đoàn,UNKNOWN,CÓ_GIÁ_TRỊ,57.909 tỷ đồng,UNKNOWN,0.75,1,0.75,10067,"Kết quả sản xuất kinh doanh nổi bật năm 2024 Năm 2024, giá trị sản xuất công nghiệp của Vinachem theo giá thực tế đạt 54"
SJC,UNKNOWN,CÓ_GIÁ_TRỊ,"64,7 triệu đồng",UNKNOWN,0.75,1,0.75,10068,"Từ những khoản mua vài chỉ đến vài lượng với tâm lý cầu may đầu năm, nhiều người bất ngờ khi giá trị số vàng nắm giữ đã "
Lan,PERSON,CÓ_GIÁ_TRỊ,91 triệu,MONEY,0.75,1,0.75,10068,"Nếu bán ra theo giá mua vào 182 triệu đồng/lượng ngày 26/2, 5 chỉ vàng của chị Lan hiện có giá trị khoảng 91 triệu đồng."
UBND tỉnh Lâm Đồng,ORGANIZATION,HỢP_TÁC,Nam A,ORGANIZATION,0.7997999787330627,1,0.7997999787330627,10069,"Qua đó, du khách hiểu sâu sắc hơn về văn hóa và quy trình sản xuất trà tại xứ sở B'Lao - Bảo Lộc. Cùng lúc, Tea Talk tại"
Nam A,ORGANIZATION,HỢP_TÁC,UBND tỉnh Lâm Đồng,ORGANIZATION,0.7997999787330627,1,0.7997999787330627,10069,"Qua đó, du khách hiểu sâu sắc hơn về văn hóa và quy trình sản xuất trà tại xứ sở B'Lao - Bảo Lộc. Cùng lúc, Tea Talk tại"
Ellison,PERSON,ĐẦU_TƯ,TikTok,ORGANIZATION,0.8137999773025513,1,0.8137999773025513,10073,"Ellison từng được xem là ứng cử viên tiềm năng mua lại TikTok khi ứng dụng này đối mặt với lệnh cấm tại Mỹ. Tuy nhiên, n"
Oracle,ORGANIZATION,TĂNG_TRƯỞNG,tăng 103%,PERCENT,0.699999988079071,1,0.699999988079071,10073,"CEO Safra Catz tiết lộ, Oracle đã ký bốn hợp đồng trị giá hàng tỷ USD trong quý, dự kiến thêm nhiều thỏa thuận khác. Đán"
quý III,DATE,TĂNG_TRƯỞNG,tăng 44%,PERCENT,0.699999988079071,1,0.699999988079071,10081,"Doanh số quý III của PDD Holdings tăng 44% lên 14,2 tỷ USD so với cùng kỳ năm 2023. Hãng đã đầu tư hàng triệu USD để tiế"
Thái Trí,PERSON,LÃNH_ĐẠO,MoMo,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,10085,"Đó là để phục vụ những người rất bình thường, những người không cần hiểu về công nghệ, không cần giỏi về AI nhưng vẫn có"
Trần Văn Cường,PERSON,LÃNH_ĐẠO,FTI,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,10092,"Ông Trần Văn Cường - Giám đốc Chi nhánh, FTI chia sẻ: ""Sự phổ biến, tiện lợi và những ưu điểm của điện toán đám mây khiế"
năm 2024,DATE,CÓ_GIÁ_TRỊ,"38,2 tỷ",MONEY,0.7498999834060669,1,0.7498999834060669,10098,"Khi bàn tới ESG, chuyên gia ESG quốc tế Aru David cũng khẳng định ESG là ""tấm vé vào chuỗi cung ứng toàn cầu"". Ông đề xu"
Nguyễn Thị Kim Tiếng,PERSON,LÃNH_ĐẠO,CLB Doanh nhân,ORGANIZATION,0.8492000102996826,1,0.8492000102996826,10098,"Bà Nguyễn Thị Kim Tiếng - Chủ nhiệm CLB Doanh nhân 2030, Trưởng Ban tổ chức nhận hoa chúc mừng từ ông Phạm Hữu Chương - "
GDP,UNKNOWN,TĂNG_TRƯỞNG,"8,23%",UNKNOWN,0.7,1,0.7,10102,"Dù kèm theo điều kiện, đây vẫn là dấu hiệu cho thấy vị thế quốc tế đang lên của Việt Nam, đồng thời mở ra cơ hội hưởng l"
Lương Quốc,PERSON,LÃNH_ĐẠO,Ban Chấp hành Trung ương,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,10112,"Tại Hội nghị Ban Chấp hành Trung ương Hội Nông dân Việt Nam lần thứ 5 (khoá VIII) ngày 10/6, ông Lương Quốc Đoàn, Chủ tị"
Phan Xuân Dzũng,PERSON,LÃNH_ĐẠO,Ninja Van Việt,ORGANIZATION,0.849399983882904,1,0.849399983882904,10118,"""Trong bối cảnh cạnh tranh bán lẻ khốc liệt và hành vi tiêu dùng liên tục biến động, thay vì nhìn nhận logistics như một"
Tăng trưởng GDP quý IV chỉ,UNKNOWN,TĂNG_TRƯỞNG,"1,4%",UNKNOWN,0.7,1,0.7,10121,"Tăng trưởng GDP quý IV chỉ đạt 1,4%, cho thấy nền kinh tế có dấu hiệu hạ nhiệt, trong khi chỉ số PCE lõi - thước đo lạm "
Ben,PERSON,LÃNH_ĐẠO,công,ORGANIZATION,0.822700023651123,1,0.822700023651123,10121,"Tuy nhiên, khi giá bạc tăng vọt 147% trong năm 2025 và đã chạm mức cao kỷ lục 121,64 USD/ounce vào tháng 1 vừa qua, các "
Trần Đăng Hoà,PERSON,LÃNH_ĐẠO,FPT IS,ORGANIZATION,0.8416000008583069,1,0.8416000008583069,10124,"""Chip bán dẫn, AI, chuyển đổi xanh, các sản phẩm và dịch vụ Made by FPT IS đang tạo ra vận hội cho FPT IS để đóng góp và"
